2007-12-24,TRANSLINK FARE PURCHASE  BURNABY  BC,2.25,
2007-12-24,TRANSLINK FARE PURCHASE  BURNABY  BC,2.25,
2007-12-24,SEA'S ON SHORE           RICHMOND  BC,11.30,
2007-12-24,PURDY'S CHOCOLATES # 427 RICHMOND  BC,27.45,
2007-12-24,BEST BUY #941            RICHMOND  BC,56.49,
2007-12-24,BENIX & CO.#271          RICHMOND  BC,79.08,
2007-12-24,BENIX & CO.#271          RICHMOND  BC,73.43,
2007-12-27,FAMOUS PLAYERS  1400  Q3ERICHMOND  BC,20.00,
2007-12-27,SAVE ON FOODS #0974      RICHMOND  BC,100.00,
2007-12-27,TOMMY HILFIGER           VANCOUVER  BC,54.24,
2007-12-27,SUBWAY                   VANCOUVER  BC,3.17,
2007-12-27,TRANSLINK FARE PURCHASE  BURNABY  BC,2.25,
2007-12-27,TRANSLINK FARE PURCHASE  BURNABY  BC,2.25,
2007-12-27,TRANSLINK FARE PURCHASE  BURNABY  BC,2.25,
2007-12-28,KISAMOS RESTAURANT       RICHMOND  BC,25.15,
2007-12-28,GUESS? CANADA RETAIL INC RICHMOND  BC,50.85,
2007-12-28,GUESS #8903              VANCOUVER  BC,,50.85
2007-12-28,VASSILIS SOUVLAKI        BURNABY  BC,167.31,
2007-12-28,PAYMENT THANK YOU/PAIEMENT MERCI,,1224.20
2007-12-31,SUBWAY SANDWICHES        VANCOUVER  BC,3.17,
2007-12-31,SUBWAY SANDWICHES        VANCOUVER  BC,6.35,
2007-12-31,TRANSLINK FARE PURCHASE  BURNABY  BC,2.25,
2007-12-31,SOUTH ARM COMMUNITY CTR  RICHMOND  BC,9.50,
2007-12-31,BIG RIVER BREWING 2002 RICHMOND  BC,39.00,
2007-12-31,CYPRESS BOWL RECREATION  WEST VANCOUVEBC,114.00,
2008-01-02,MCDONALD'S #10430  Q04   RICHMOND  BC,6.56,
2008-01-02,TOMMY HILFIGER           VANCOUVER  BC,,54.24
2008-01-02,TOBYS PUB & GRILL-(BEER  VANCOUVER  BC,14.85,
2008-01-02,TRANSLINK FARE PURCHASE  BURNABY  BC,2.25,
2008-01-03,BLUNDELL LIQUOR TOWN     RICHMOND  BC,37.88,
2008-01-04,SUBWAY SANDWICHES        VANCOUVER  BC,6.26,
2008-01-04,TRANSLINK FARE PURCHASE  BURNABY  BC,2.50,
2008-01-07,TRANSLINK FARE PURCHASE  BURNABY  BC,2.50,
2008-01-07,THE NOBLE GRILL          VANCOUVER  BC,6.29,
2008-01-07,TRANSLINK FARE PURCHASE  BURNABY  BC,2.50,
2008-01-07,SUSHI KING RESTAURANT    VANCOUVER  BC,13.13,
2008-01-07,ROGERS VIDEO  726        RICHMOND  BC,4.47,
2008-01-08,ESSO 3775 CAREY ROAD     SAANICH  BC,48.69,
2008-01-08,SUBWAY DOWNTOWN          VICTORIA  BC,3.14,
2008-01-08,BCF-TSAWWASSEN080106     VICTORIA  BC,62.45,
2008-01-09,BLUNDELL LIQUOR TOWN     RICHMOND  BC,24.09,
2008-01-09,SUBWAY DOWNTOWN          VICTORIA  BC,6.81,
2008-01-09,BCF-QVANCOUVER080106     VICTORIA  BC,12.67,
2008-01-10,SUBWAY DOWNTOWN          VICTORIA  BC,3.14,
2008-01-11,SALAD LOOP               VICTORIA  BC,4.71,
2008-01-14,SUBWAY DOWNTOWN          VICTORIA  BC,3.14,
2008-01-14,AMZ*Amazon Payments      AMZN.COM/BILLWA,20.92,
2008-01-14,HAIR MASTERS #5942       WESTSIDE  BC,23.95,
2008-01-15,SAVE ON FOODS #973 - W   VICTORIA  BC,70.00,
2008-01-15,SUBWAY DOWNTOWN          VICTORIA  BC,3.14,
2008-01-16,WHITE SPOT #643          VICTORIA  BC,18.14,
2008-01-16,CINEPLEX  1129           TORONTO  ON,17.90,
2008-01-17,SALAD LOOP               VICTORIA  BC,6.76,
2008-01-18,SALAD LOOP               VICTORIA  BC,7.49,
2008-01-21,SUBWAY DOWNTOWN          VICTORIA  BC,3.14,
2008-01-21,STARBUCKS CAN 00046532   VICTORIA  BC,3.89,
2008-01-21,PIC A FLIC VIDEO         VICTORIA  BC,5.00,
2008-01-21,BLOCKBUSTER VIDEO #07275 VICTOIRA  BC,4.47,
2008-01-22,SUBWAY DOWNTOWN          VICTORIA  BC,3.14,
2008-01-23,1550'S PUB STYLE RESTAURAVICTORIA  BC,46.95,
2008-01-23,CANADA SAFEWAY #080      VICTORIA  BC,31.38,
2008-01-23,SALAD LOOP               VICTORIA  BC,6.03,
2008-01-24,CINEPLEX  1129           TORONTO  ON,8.95,
2008-01-24,SALAD LOOP               VICTORIA  BC,5.74,
2008-01-25,MCDONALD'S #8374  Q04    VICTORIA  BC,4.38,
2008-01-25,1550'S PUB STYLE RESTAURAVICTORIA  BC,27.00,
2008-01-28,STARBUCKS CAN 00046532   VICTORIA  BC,5.72,
2008-01-28,SUBWAY DOWNTOWN          VICTORIA  BC,3.14,
2008-01-28,PAYMENT THANK YOU/PAIEMENT MERCI,,1207.47
2008-01-28,BLOCKBUSTER VIDEO #07275 VICTOIRA  BC,4.47,
2008-01-28,WENDYS RESTAURANT        VICTORIA  BC,18.66,
2008-01-28,DOLCE VITA COFFEE ART    VICTORIA  BC,4.30,
2008-01-29,CANADA SAFEWAY #080      VICTORIA  BC,3.69,
2008-01-29,CANADA SAFEWAY #080      VICTORIA  BC,32.07,
2008-01-29,SUBWAY DOWNTOWN          VICTORIA  BC,3.14,
2008-01-30,FRANKS HONEY BUN CAFE    VICTORIA  BC,11.74,
2008-01-30,SALAD LOOP               VICTORIA  BC,8.15,
2008-02-01,FRANKS HONEY BUN CAFE    VICTORIA  BC,7.42,
2008-02-04,MT WASHINGTON ALPINE     MT WASHINGTONBC,14.39,
2008-02-05,MT WASHINGTON ALPINE     MT WASHINGTONBC,31.41,
2008-02-05,SUBWAY DOWNTOWN          VICTORIA  BC,6.81,
2008-02-06,CAFE VIEUX MONTREAL      VICTORIA  BC,9.94,
2008-02-06,PANAGO #27               VICTORIA  BC,10.50,
2008-02-07,MCDONALD'S #8374  Q04    VICTORIA  BC,5.45,
2008-02-08,MAC'S # 11108            VICTORIA  BC,4.46,
2008-02-08,FRANKS HONEY BUN CAFE    VICTORIA  BC,6.48,
2008-02-08,GRANVILLE CINEMAS        VANCOUVER  BC,15.98,
2008-02-11,SUBWAY SANDWICHES        VANCOUVER  BC,6.71,
2008-02-11,TRANSLINK FARE PURCHASE  BURNABY  BC,2.50,
2008-02-11,THE NOBLE GRILL          VANCOUVER  BC,5.93,
2008-02-11,PHARMX REXALL DRUG STORE VANCOUVER  BC,20.21,
2008-02-11,CYPRESS BOWL RECREATION  WEST VANCOUVEBC,56.46,
2008-02-11,TICKETS CREEKSIDE        WHISTLER  BC,72.45,
2008-02-12,KITTO JAPANESE HOUSE     VANCOUVER  BC,28.73,
2008-02-13,OLD SETTLER PUB          HARRISON HOT BC,13.94,
2008-02-13,BC LIQUOR #064           AGASSIZ  BC,24.14,
2008-02-13,GLOBALIVE                TORONTO  ON,5.10,
2008-02-14,A&W #0313                AGASSIZ  BC,4.61,
2008-02-15,WOK 'N' ROLL RESTAURANT  DELDA  BC,6.51,
2008-02-15,HARRISON HOT SPRINGS BLACHARRISON HOT BC,39.40,
2008-02-15,SUBWAY DOWNTOWN          VICTORIA  BC,6.81,
2008-02-15,GLOBALIVE                TORONTO  ON,8.74,
2008-02-15,SIAM THAI RESTAURANT     VICTORIA  BC,44.74,
2008-02-15,BCF-TSAWWASSEN080213     VICTORIA  BC,11.80,
2008-02-19,SUBWAY DOWNTOWN          VICTORIA  BC,3.14,
2008-02-19,STARBUCKS CAN 00046532   VICTORIA  BC,3.89,
2008-02-19,BUBBY ROSE'S BAKERY & CAFVICTORIA  BC,10.87,
2008-02-19,BLOCKBUSTER VIDEO #07275 VICTOIRA  BC,4.47,
2008-02-19,SUBWAY DOWNTOWN          VICTORIA  BC,3.14,
2008-02-20,SALAD LOOP               VICTORIA  BC,6.94,
2008-02-21,STARBUCKS CAN 00046532   VICTORIA  BC,3.89,
2008-02-21,SALAD LOOP               VICTORIA  BC,7.60,
2008-02-22,PIC A FLIC VIDEO         VICTORIA  BC,7.00,
2008-02-22,SALAD LOOP               VICTORIA  BC,7.63,
2008-02-25,STARBUCKS CAN 00046532   VICTORIA  BC,3.89,
2008-02-25,STARBUCKS CAN 00046532   VICTORIA  BC,3.89,
2008-02-25,SUBWAY DOWNTOWN          VICTORIA  BC,3.14,
2008-02-25,BLACKFISH CAFE           VICTORIA  BC,31.75,
2008-02-25,WENDYS RESTAURANT        VICTORIA  BC,8.16,
2008-02-26,SAVE ON FOODS #0977      VICTORIA  BC,107.14,
2008-02-26,PAYMENT THANK YOU/PAIEMENT MERCI,,667.21
2008-02-27,FRANKS HONEY BUN CAFE    VICTORIA  BC,7.43,
2008-02-28,RED ROBIN - VICTORIA     VICTORIA  BC,18.63,
2008-02-28,SUBWAY SANDWICHES        VANCOUVER  BC,6.71,
2008-02-28,TRANSLINK FARE PURCHASE  BURNABY  BC,3.75,
2008-02-28,BOSTON PIZZA #22         NEW WESTMINSTBC,24.48,
2008-02-29,SALAD LOOP               VICTORIA  BC,8.80,
2008-03-03,STARBUCKS CAN 00045005   VICTORIA  BC,1.73,
2008-03-03,KITTO JAPANESE HOUSE     VANCOUVER  BC,25.00,
2008-03-03,HAGGEN'S #11-MERIDA      BELLINGHAM  WA,21.22,
2008-03-03,STARBUCKS CAN 00046532   VICTORIA  BC,3.78,
2008-03-03,RED ROBIN 170            BELLINGHAM  WA,13.45,
2008-03-03,RED ROBIN - VICTORIA     VICTORIA  BC,27.34,
2008-03-03,MT BAKER SKI AREA        BELLINGHAM  WA,89.60,
2008-03-03,PHO VY VIETNAMESE REST   VICTORIA  BC,22.40,
2008-03-04,MT BAKER SKI AREA        BELLINGHAM  WA,7.10,
2008-03-04,BCF-TSAWWASSEN080302     VICTORIA  BC,11.80,
2008-03-04,BCF-SWARTZBAY080229      VICTORIA  BC,11.80,
2008-03-05,LEGACY *TO 2502949383    800-6700015  CA,19.79,
2008-03-05,LEGACY *TO 2502949383    800-6700015  CA,19.79,
2008-03-05,SHELL 1321 YATES STREET  VICTORIA  BC,46.44,
2008-03-05,FRANKS HONEY BUN CAFE    VICTORIA  BC,14.87,
2008-03-05,SALAD LOOP               VICTORIA  BC,7.90,
2008-03-05,BCF-SPIRITVI080302       VICTORIA  BC,8.70,
2008-03-06,STARBUCKS CAN 00046532   VICTORIA  BC,3.57,
2008-03-07,BLOCKBUSTER VIDEO #07275 VICTOIRA  BC,6.04,
2008-03-07,STARBUCKS CAN 00046532   VICTORIA  BC,3.78,
2008-03-10,STARBUCKS CAN 00046532   VICTORIA  BC,6.51,
2008-03-10,BEDFORD REGENCY HOTEL    VICTORIA  BC,14.04,
2008-03-10,MCDONALD'S #8374  Q04    VICTORIA  BC,3.98,
2008-03-10,BLENZ COFFEE  QFS        RICHMOND  BC,2.00,
2008-03-10,MCDONALD'S #22606  Q04   RICHMOND  BC,7.08,
2008-03-10,PHO VY VIETNAMESE REST   VICTORIA  BC,22.40,
2008-03-11,FRANKS HONEY BUN CAFE    VICTORIA  BC,7.43,
2008-03-11,SUBWAY DOWNTOWN          VICTORIA  BC,6.92,
2008-03-11,BCF-TSAWWASSEN080309     VICTORIA  BC,23.60,
2008-03-11,BCF-SWARTZBAY080307      VICTORIA  BC,23.60,
2008-03-11,BCF-SPIRITVI080307       VICTORIA  BC,10.99,
2008-03-12,SALAD LOOP               VICTORIA  BC,5.74,
2008-03-13,MCDONALD'S #8374  Q04    VICTORIA  BC,5.44,
2008-03-14,CANADA SAFEWAY #080      VICTORIA  BC,66.24,
2008-03-14,FRANKS HONEY BUN CAFE    VICTORIA  BC,7.43,
2008-03-14,SALAD LOOP               VICTORIA  BC,6.28,
2008-03-17,MCDONALD'S #8374  Q04    VICTORIA  BC,2.92,
2008-03-17,PIC A FLIC VIDEO         VICTORIA  BC,12.00,
2008-03-17,SUBWAY DOWNTOWN          VICTORIA  BC,3.14,
2008-03-17,MCDONALD'S #8374  Q04    VICTORIA  BC,1.88,
2008-03-18,MAC'S # 11108            VICTORIA  BC,3.13,
2008-03-18,BEDFORD REGENCY HOTEL    VICTORIA  BC,25.46,
2008-03-18,MARKET ON YATES          VICTORIA  BC,6.57,
2008-03-18,SALAD LOOP               VICTORIA  BC,4.25,
2008-03-19,WAL-MART  3109           VICTORIA  BC,53.62,
2008-03-19,MCDONALD'S #8374  Q04    VICTORIA  BC,3.97,
2008-03-19,SOLSTICE CAFE            VICTORIA  BC,3.50,
2008-03-19,PHO VY VIETNAMESE REST   VICTORIA  BC,22.50,
2008-03-20,PLANET THAI BISTRO       VICTORIA  BC,31.76,
2008-03-24,MCDONALD'S #8374  Q04    VICTORIA  BC,3.97,
2008-03-24,BEDFORD REGENCY HOTEL    VICTORIA  BC,14.04,
2008-03-24,MCDONALD'S #8374  Q04    VICTORIA  BC,3.86,
2008-03-24,THE MINT                 VICTORIA  BC,130.00,
2008-03-24,PIC A FLIC VIDEO         VICTORIA  BC,7.00,
2008-03-24,BLACKFISH CAFE           VICTORIA  BC,32.00,
2008-03-24,LD SAANICH               VICTORIA  BC,25.09,
2008-03-25,PAYMENT THANK YOU/PAIEMENT MERCI,,1038.14
2008-03-26,DAIRY QUEEN #27288       VICTORIA  BC,9.22,
2008-03-26,STADACONA FOOD MARKET    VICTORIA  BC,11.45,
2008-03-26,STADACONA FOOD MARKET    VICTORIA  BC,12.31,
2008-03-26,SUBWAY DOWNTOWN          VICTORIA  BC,6.92,
2008-03-27,MCDONALD'S #8374  Q04    VICTORIA  BC,7.18,
2008-03-27,DR VICKY IKONOMOU        VICTORIA  BC,57.66,
2008-03-28,DRIVER SERVICES CENTRE   VICTORIA  BC,15.00,
2008-03-28,STARBUCKS CAN 00045005   VICTORIA  BC,1.73,
2008-03-28,PHO VY VIETNAMESE REST   VICTORIA  BC,22.00,
2008-03-28,SALAD LOOP               VICTORIA  BC,5.64,
2008-03-31,PIC A FLIC VIDEO         VICTORIA  BC,7.00,
2008-03-31,STARBUCKS CAN 00046532   VICTORIA  BC,1.98,
2008-03-31,SUBWAY DOWNTOWN          VICTORIA  BC,3.14,
2008-03-31,DOMAIN/HOSTING SRVCS     480-6242500  AZ,31.95,
2008-03-31,RED ROBIN - VICTORIA     VICTORIA  BC,31.99,
2008-03-31,STARBUCKS CAN 00043265   VICTORIA  BC,1.98,
2008-04-01,MAC'S # 11108            VICTORIA  BC,3.97,
2008-04-02,1550'S PUB STYLE RESTAURAVICTORIA  BC,31.77,
2008-04-02,STARBUCKS CAN 00046532   VICTORIA  BC,3.78,
2008-04-02,MCDONALD'S #8374  Q04    VICTORIA  BC,4.20,
2008-04-02,SALAD LOOP               VICTORIA  BC,6.31,
2008-04-04,FRANKS HONEY BUN CAFE    VICTORIA  BC,6.49,
2008-04-04,SUBWAY DOWNTOWN          VICTORIA  BC,6.92,
2008-04-07,STARBUCKS CAN 00046532   VICTORIA  BC,3.89,
2008-04-07,MCDONALD'S #8374  Q04    VICTORIA  BC,4.20,
2008-04-07,SUBWAY                   VICTORIA  BC,6.82,
2008-04-07,PHO VY VIETNAMESE REST   VICTORIA  BC,22.40,
2008-04-08,MAC'S # 11108            VICTORIA  BC,4.23,
2008-04-08,SUBWAY DOWNTOWN          VICTORIA  BC,6.92,
2008-04-09,THE NOODLE BOX           VICTORIA  BC,10.00,
2008-04-09,CINEPLEX  1129           TORONTO  ON,19.00,
2008-04-09,PAGLIACCI'S RESTAURANT   VICTORIA  BC,46.95,
2008-04-10,UBC ENROLMENT SERVICES   VANCOUVER  BC,5.25,
2008-04-10,FRANKS HONEY BUN CAFE    VICTORIA  BC,6.89,
2008-04-10,FRANKS HONEY BUN CAFE    VICTORIA  BC,6.49,
2008-04-10,SALAD LOOP               VICTORIA  BC,5.44,
2008-04-11,STARBUCKS CAN 00046532   VICTORIA  BC,1.98,
2008-04-11,SUBWAY DOWNTOWN          VICTORIA  BC,6.92,
2008-04-14,STARBUCKS CAN 00046532   VICTORIA  BC,4.03,
2008-04-14,MCDONALD'S #8374  Q04    VICTORIA  BC,5.45,
2008-04-14,WENDY'S  Q1R             SQUAMISH  BC,6.92,
2008-04-14,ROUNDHOUSE LODGE         WHISTLER  BC,12.97,
2008-04-14,SUBWAY                   WHISTLER  BC,4.61,
2008-04-14,TICKETS CREEKSIDE        WHISTLER  BC,76.65,
2008-04-15,CITTA BISTRO             WHISTLER  BC,20.00,
2008-04-15,BCF-TSAWWASSEN080413     VICTORIA  BC,13.00,
2008-04-15,BCF-SWARTZBAY080411      VICTORIA  BC,13.00,
2008-04-15,BCF-SPIRITBC080411       VICTORIA  BC,3.55,
2008-04-16,FRANKS HONEY BUN CAFE    VICTORIA  BC,5.76,
2008-04-16,STARBUCKS CAN 00046532   VICTORIA  BC,2.98,
2008-04-16,NEW BALANCE VICTORIA     VICTORIA  BC,50.00,
2008-04-16,DR TAX - UFILE.CA        MONTREAL  QC,16.75,
2008-04-16,BCF-SPIRITBC080413       VICTORIA  BC,9.02,
2008-04-17,5TH STREET BAR&WOOD-FI   VICTORIA  BC,35.00,
2008-04-17,STARBUCKS CAN 00046532   VICTORIA  BC,3.78,
2008-04-17,FRANKS HONEY BUN CAFE    VICTORIA  BC,12.66,
2008-04-18,STARBUCKS CAN 00046532   VICTORIA  BC,1.98,
2008-04-18,STANLEY PARK PITCH & PUTTVANCOUVER  BC,13.74,
2008-04-21,LUCIANO'S ITALIAN RE     VICTORIA  BC,75.00,
2008-04-21,BLACKFISH CAFE           VICTORIA  BC,8.40,
2008-04-21,TRANSLINK FARE PURCHASE  BURNABY  BC,2.50,
2008-04-21,SUBWAY SANDWICHES        VANCOUVER  BC,3.14,
2008-04-21,FIFTH AVENUE CINEMAS     VANCOUVER  BC,24.00,
2008-04-21,LORD STANLEY SUITES ON THVANCOUVER  BC,113.85,
2008-04-21,TRANSLINK FARE PURCHASE  BURNABY  BC,2.50,
2008-04-21,EMPIRE UNIVERSITY 4      VICTORIA  BC,19.98,
2008-04-21,EMPIRE UNIVERSITY 4      VICTORIA  BC,5.76,
2008-04-21,CRYSTAL POOL             VICTORIA  BC,65.00,
2008-04-22,PETROCAN 1896 W. 4TH AVE.VANCOUVER  BC,80.07,
2008-04-22,PAYMENT THANK YOU/PAIEMENT MERCI,,938.24
2008-04-22,SUBWAY DOWNTOWN          VICTORIA  BC,6.92,
2008-04-22,BCF-TSAWWASSEN080419     VICTORIA  BC,13.00,
2008-04-22,BCF-SPIRITVI080419       VICTORIA  BC,9.02,
2008-04-23,DAIRY QUEEN #27288       VICTORIA  BC,9.74,
2008-04-23,NAAM RESTAURANT THE      VANCOUVER  BC,33.22,
2008-04-23,RED ROBIN - VICTORIA     VICTORIA  BC,27.81,
2008-04-23,SAVE ON FOODS #0977      VICTORIA  BC,51.91,
2008-04-24,WAL-MART  3109           VICTORIA  BC,136.36,
2008-04-24,SUBWAY DOWNTOWN          VICTORIA  BC,6.92,
2008-04-24,LA FIESTA CAFE           VICTORIA  BC,11.40,
2008-04-28,PIC A FLIC VIDEO         VICTORIA  BC,5.00,
2008-04-28,BAGELS ON BROAD          VICTORIA  BC,6.67,
2008-04-28,SUBWAY DOWNTOWN          VICTORIA  BC,6.28,
2008-04-28,STARBUCKS CAN 00046532   VICTORIA  BC,3.89,
2008-04-28,SHINE CAFE INC           VICTORIA  BC,26.57,
2008-04-29,SUBWAY DOWNTOWN          VICTORIA  BC,6.92,
2008-04-29,PHO VY VIETNAMESE REST   VICTORIA  BC,21.85,
2008-04-30,1550'S PUB STYLE RESTAURAVICTORIA  BC,34.93,
2008-04-30,PIC A FLIC VIDEO         VICTORIA  BC,4.00,
2008-05-01,SUBWAY DOWNTOWN          VICTORIA  BC,6.92,
2008-05-02,SUBWAY DOWNTOWN          VICTORIA  BC,6.92,
2008-05-05,STARBUCKS CAN 00046532   VICTORIA  BC,3.89,
2008-05-05,SUBWAY DOWNTOWN          VICTORIA  BC,3.14,
2008-05-06,PANAGO #27               VICTORIA  BC,12.70,
2008-05-06,SALAD LOOP               VICTORIA  BC,5.84,
2008-05-06,MOUNTAIN EQUIPMENT CO-OP VICTORIA  BC,12.89,
2008-05-07,STADACONA FOOD MARKET    VICTORIA  BC,12.34,
2008-05-07,PANAGO #27               VICTORIA  BC,10.50,
2008-05-07,SUBWAY DOWNTOWN          VICTORIA  BC,7.53,
2008-05-08,STARBUCKS CAN 00046532   VICTORIA  BC,1.98,
2008-05-08,TM *SASQUATCH] FESTIVA   206-628-0888 CA,82.85,
